study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB12449	SAMEA3879595	ERS1066729	ERX1365012	ERR1293440	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293440/ERR1293440.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293440/ERR1293440.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293440	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293440		
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365013	ERR1293441	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293441/ERR1293441.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293441/ERR1293441.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293441	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293441		
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365014	ERR1293442	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293442/ERR1293442.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293442/ERR1293442.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293442	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293442		
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365015	ERR1293443	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293443/ERR1293443.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293443/ERR1293443.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293443	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293443		
PRJEB12449	SAMEA3879596	ERS1066730	ERX1365016	ERR1293444	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293444/ERR1293444.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293444/ERR1293444.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81194191ST-27-0-0_14s001709-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293444	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293444		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365017	ERR1293445	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293445/ERR1293445.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293445/ERR1293445.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293445	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293445		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365018	ERR1293446	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293446/ERR1293446.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293446/ERR1293446.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293446	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293446		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365019	ERR1293447	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293447/ERR1293447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293447/ERR1293447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293447	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293447		
PRJEB12449	SAMEA3879597	ERS1066731	ERX1365020	ERR1293448	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293448/ERR1293448.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293448/ERR1293448.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS81671217ST-27-0-0_14s001810-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293448	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293448		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365021	ERR1293449	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293449/ERR1293449.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293449/ERR1293449.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293449	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293449		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365022	ERR1293450	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293450/ERR1293450.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293450/ERR1293450.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293450	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293450		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365023	ERR1293451	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293451/ERR1293451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293451/ERR1293451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293451	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293451		
PRJEB12449	SAMEA3879598	ERS1066732	ERX1365024	ERR1293452	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293452/ERR1293452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293452/ERR1293452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS39415781ST-27-0-0_14s001826-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293452	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293452		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365025	ERR1293453	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293453/ERR1293453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293453/ERR1293453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293453	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293453		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365026	ERR1293454	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293454/ERR1293454.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293454/ERR1293454.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293454	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293454		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365027	ERR1293455	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293455/ERR1293455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293455/ERR1293455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293455	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293455		
PRJEB12449	SAMEA3879599	ERS1066733	ERX1365028	ERR1293456	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293456/ERR1293456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293456/ERR1293456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS42780924ST-27-0-0_14s001459-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293456	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293456		
PRJEB12449	SAMEA3879600	ERS1066734	ERX1365029	ERR1293457	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293457/ERR1293457.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293457/ERR1293457.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293457	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293457		
PRJEB12449	SAMEA3879600	ERS1066734	ERX1365030	ERR1293458	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293458/ERR1293458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293458/ERR1293458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293458	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293458		
PRJEB12449	SAMEA3879600	ERS1066734	ERX1365031	ERR1293459	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293459/ERR1293459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293459/ERR1293459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293459	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293459		
PRJEB12449	SAMEA3879600	ERS1066734	ERX1365032	ERR1293460	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293460/ERR1293460.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293460/ERR1293460.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS95277876ST-27-0-0_14s001714-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293460	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293460		
PRJEB12449	SAMEA3879601	ERS1066735	ERX1365033	ERR1293461	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293461/ERR1293461.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293461/ERR1293461.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293461	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293461		
PRJEB12449	SAMEA3879601	ERS1066735	ERX1365034	ERR1293462	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293462/ERR1293462.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293462/ERR1293462.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293462	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293462		
PRJEB12449	SAMEA3879601	ERS1066735	ERX1365035	ERR1293463	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293463/ERR1293463.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293463/ERR1293463.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293463	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293463		
PRJEB12449	SAMEA3879601	ERS1066735	ERX1365036	ERR1293464	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293464/ERR1293464.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293464/ERR1293464.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84954772ST-27-0-0_14s001452-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293464	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293464		
PRJEB12449	SAMEA3879602	ERS1066736	ERX1365037	ERR1293465	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293465/ERR1293465.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293465/ERR1293465.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293465	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293465		
PRJEB12449	SAMEA3879602	ERS1066736	ERX1365038	ERR1293466	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293466/ERR1293466.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293466/ERR1293466.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293466	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293466		
PRJEB12449	SAMEA3879602	ERS1066736	ERX1365039	ERR1293467	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293467/ERR1293467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293467/ERR1293467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293467	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293467		
PRJEB12449	SAMEA3879602	ERS1066736	ERX1365040	ERR1293468	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293468/ERR1293468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293468/ERR1293468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS43563715ST-27-0-0_14s001730-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293468	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293468		
PRJEB12449	SAMEA3879603	ERS1066737	ERX1365041	ERR1293469	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293469/ERR1293469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293469/ERR1293469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65862658ST-27-0-0_14s001800-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65862658ST-27-0-0_14s001800-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293469	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293469		
PRJEB12449	SAMEA3879603	ERS1066737	ERX1365042	ERR1293470	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293470/ERR1293470.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293470/ERR1293470.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65862658ST-27-0-0_14s001800-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65862658ST-27-0-0_14s001800-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293470	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293470		
PRJEB12449	SAMEA3879603	ERS1066737	ERX1365043	ERR1293471	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293471/ERR1293471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293471/ERR1293471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65862658ST-27-0-0_14s001800-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65862658ST-27-0-0_14s001800-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293471	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293471		
